|artist|categoryId|country|description|dimensions|image|name|price|stock
|Anna Sidi-Yacoub|4|Ireland|"Color; Light Gold.   Fed up with flat shapes and paintings?  Golden color that is moving with the viewer's eye with beautiful reflections reminding of water.   The Artwork is Unique, hand formed. Could hang in any way. It's light and bright, highly reflecting surrounding objects. This finishing touch would easily transform any room into an elegant fashionable interior.   The material is thin and light. 3 cm is the depth to the wall.   Dimension of the sculpture; 120 cm x 2 cm / 46"" x 1"". Total weight around 4 kg. The sculpture is supplied with 4 Brass metallic hooks, to be drilled into the wall, so the sculpture is ready to hang on your wall. 1 on top, 2 hooks in the middle and 1 on bottom to support the artwork. The 4 hooks will be partially seen from front."|47.2 W x 47.2 H x 1.2 D in|9362337-QGTUMBBM-7.jpg|Golden Reflections Sculpture|2370|1
|Paslier Morgan|4|France|"Also available:  * 100 x 100 cm / 39 x 39 in. Printed on DIASEC . Limited edition of 1. $3700+ shipping   °°°°°°°°°°°°°°°°°°  Abstraction #0161 -In the shell From the serie ""I'm in the middle of something"" UNIQUE EDITION  From the serie: ""I'm in the middle of something"": this serie refers to your inside space! Place where you are at this time, vibrations you receive right now are yours! Not mine any more...  DIASEC Fuji Crystal Archive Photo paper 220gr mount under clear acrylic glass 4mm, with polished edges, with Dibond 3mm as back, came with hanging profile. (Artwork is ready to hang with aluminium system on back)  Hand signed on back Image 50cm or 19,6"" With a Certificate of Authenticity  Please contact curator@saatchiart.com if you are interested."|19.7 W x 19.7 H x 1.2 D in|8654085-EKKVUJMW-7.jpg|Abstraction #0161  -In the shell Sculpture|840|2
|GARDANI ART|4|United States|One-of-a-kind Pop Art Original Painting Sculpture by Gardani available for you. Hand signed by the Artist front and back, comes with official Gardani Certificate of Authenticity with a unique dollar bill sequence as a registration matching number of that Artwork/sale.  Details  Medium: Mix media handcrafted 3D Chanel Bottle Sculpture on panel/canvas with Swarovski Crystals.  Frame size: 17½ W x 21½ H x 2 D in.  Frame: White shadow box frame, ready to hang  Movement & Style: Pop Art, Contemporary Art  Condition: Excellent.|17.5 W x 21.5 H x 2 D in|8619363-PGILSNDF-7.jpg|Loving time –Original Swarovski Painting/Sculpture canvas Sculpture|3110|3
|Jiahui Wu|4|China|Taijiquan is a Chinese national intangible cultural heritage. The gems of Chinese martial arts have been universally admired around the world. The author use the theme of a little girl doing Taiji to highlight the universality of Tai chi in China. By emphasizing on shaping the girls' expressions and actions, you can see the little girl serious attitude to Tai chi. At the same time, it also reflects the interest of this group sculptures.  The author’s growth process are mostly presented by the works. She likes simple, happy, positive, fun life. In the Works, the little girl are shown in such image----narrow forehead, round face, tight little mouth, lovely expression and being curious about everything. The innocent, lively, healthy and happy figure makes everyone memorable. The apperception of life is the source of creating works. The sculptor not only focuses on the theme ,but also never fail to have an insight into people's inner world. Nothing could be better than the expression of eyes for conveying human beings’ inner world. Her sculptures’ style is to pay attention to the character image as well as the shape of expression , pursuing her perfect works can have a dialogue with the audience.  This series of the tai chi sculptures are colored by bronze material. Every girl has a different color. Bronze material broke the previous single color. In terms of works’ quality and tact, the author is in pursuit of perfection. In fact the size sculptures are not giant, but the pictures you received can show the little girl's eyes, nose, lip line, fingertip, snaps, clothing line, etc. They are drawn very fine. They are high quality with small size.|6.5 W x 13 H x 3.5 D in|8275881-GAOJIJTQ-7.jpg|Tai Chi NO.1 Sculpture|4850|5
|Susan Laughton|4|United Kingdom|My long standing interest in landscape and architecture have always inspired me. Vernacular buildings, both rural and urban, domestic and functional, have found a place in my work for some time, no doubt also informed by time as an architectural technician. I am particular drawn to the triangular form of the gable ends of buildings, whether they be simple sheds, northern terraces, suburban 1960’s bungalows, barns or industrial warehouses.  9mm thick lasercut plywood, acrylic painted and gold coloured leaf gilded wall sculpture, with lines engraved into the surface.  Ply spacers on the back create floating effect and shadow. Ready to hang.|5.9 W x 9.8 H x 0 D in|7588366-HSC00001-7.jpg|Zig zag Sculpture|510|3
|Igors Bernats|4|Latvia|Sculpture 'Sound of Time', mixed media on canvas...|42.1 W x 29.5 H x 4.7 D in|6085955-MJZQKLZL-7.jpg|Sound of time Sculpture|10000|1
|Ana Montoya|4|France|Nature provides us with complex and beautiful forms and I like to take some of those and give them a human touch by disposing pieces to make different compositions. This piece is a collage with acorn hats from kermes oaks that I picked from the scrubland around the mediterranean|10.6 W x 10.6 H x 2.4 D in|9651333-DSVBWGKY-7.jpg|Amarillo Sculpture|495|2
|Nazar Symotiuk|4|Ukraine|The artwork is executed in the style of abstract . Looking at it from different sides can be felt the secret that lies in it.I can make this same artwork in a different size.|36 W x 38 H x 2 D in|9005951-MULYOGIP-7.jpg|Forpost Sculpture|2770|3
|Koen Lybaert|4|Belgium|Sculpture build up with ceramic forms. Stacked on a metal stand. All different forms are thrown separately and white, green or yellow glazed and fired twice in an electric kiln. Glazed at 1250°c.|5.9 W x 35.4 H x 5.9 D in|8853707-ABAKYFUN-7.jpg|Ceramic sculpture tower N°02 Sculpture|1810|3
|Virginia Garcia Costa|4|Switzerland|"My work ""Paz"" is inspired by peace and hope.  When light shines on the work, soft ripples of lights and shadows appear and the work creates a serene and harmonious atmosphere. This minimalist wall sculpture is signed on the back. It is framed with a high quality floating frame and finished with a museum quality UV protection museum varnish. This artwork will be shipped in a wooden crate to ensure that it will arrive in perfect condition. All my works are sent with a Certificate of Authenticity and hand written thank you card."|22.4 W x 22.4 H x 2.8 D in|8333467-ABSYVBFE-7.jpg|Paz Sculpture|1850|5
|Nazar Symotiuk|4|Ukraine|The artwork is executed in the style of abstract . Looking at it from different sides can be felt the secret that lies in it.I can make this same artwork in a different size.|38 W x 36 H x 0 D in|7449067-HSC00001-7.jpg|Intrusion 3 Sculpture|4540|1
|Andrij Savchuk|4|Ukraine|"""Ritual"" is made from MDF . The board of artwork is from MDF. The weight of this composition is 20 kg. Size of this composition is 100*100*4 cm. Shipping in a crate.  I can make any size of this artwork, which you would like. If you have any questions about anything please ask! andrijsavchuk093@gmail.com"|47.2 W x 47.2 H x 1.6 D in|6289637-HSC00002-7.jpg|Ritual Sculpture|5040|2
|Scott Troxel|4|United States|Martini is a low relief wall sculpture made from birch panels sprayed with acrylic, distressed then finished with semi-gloss lacquer.  Mounted on a white MDF panel.  Martini is inspired by the drink, of course.  But specifically the idea of having a few friends over in the 1960's and mixing up a few cocktails in your home bar.  Bold poppy colors command attention, while the semi distressed but flat surfaces offer a certain glam factor.  Part party, part uptown chic, Martini is a piece that can serve as the focal point of your room (or bar).|28 W x 28 H x 1 D in|6206999-AVZIJBGM-7.jpg|Martini Sculpture|3700|4
|Mary Jo McGonagle|4|United States|This neon piece is hand blown glass in LIGHT BLUE. It is mounted on contoured, clear plexiglas with pre drilled holes for hanging, and comes ready to hang. This piece is offered in the following colors: White, ruby red, coral pink, violet, turquoise, emerald green, promo blue and light blue. Custom commission is also available. My neon, decorative paintings and installations use contemporary phrases, which reflect the thoughts we all share. My art reflects my fascination with how our relationships take place in our everyday life, hovering between humor and desperation. My work has been described as contemporary multidisciplinary with a conceptual twist. This piece is part of the edition of 8.|36 W x 12 H x 2.6 D in|5986287-HSC00002-7.jpg|Beautiful Sculpture|2900|5
